Id,StageName,Status_Reason__c,RecordType.Name,Final_Record_Type__c,RICE_Supported__c,CreatedDate,CloseDate,Actual_Close_Date__c,Amount,Estimated_Project_Total_Value__c,Booked_Revenue__c,Actual_Project_Total_Value__c,BD_Cluster__c,BD_Division__c,CE_Course_Audience_Type__c,CE_Course_Type__c,AccountId,Customer_Contact__c,Lead_Academic_contact__c,Lead_Faculty__c,Lead_School__c,Lead_Department__c,Supporting_Faculty_1__c,Supporting_Faculty_2__c,OwnerId,Parent_Opportunity__c
0062e000002HGBDAA4,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-02-11T23:46:56.000Z,1/11/19,15/2/19,0,,,,,,,,0012e000003A6WZAA0,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBEAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-11-25T23:57:13.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6S9AAK,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBLAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-10-07T23:24:57.000Z,1/11/19,12/10/18,0,,,,,,,,0012e000003A6VwAAK,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBMAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-11-28T04:44:53.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6X5AAK,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBNAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-09-18T00:31:45.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6G9AAK,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBOAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-10-11T23:38:52.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6aoAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBPAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-11-28T04:21:46.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6qXAAS,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBQAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-10-03T00:33:48.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6xMAAS,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBRAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2019-01-08T00:33:01.000Z,1/11/19,27/5/19,0,,,,,,,,0012e000003A6xdAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBSAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-12-03T00:24:43.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6akAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBTAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-08-28T04:27:16.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6uyAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBUAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-10-09T00:58:15.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6lGAAS,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBVAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2019-02-15T03:06:13.000Z,1/11/19,27/5/19,0,,,,,,,,0012e000003A6uuAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBWAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-12-03T01:48:59.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6ksAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBFAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-11-28T23:32:54.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6uxAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBGAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-09-03T01:01:35.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6uhAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBHAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2018-12-17T00:27:11.000Z,1/11/19,27/5/19,0,,,,,,,,0012e000003A6uiAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBIAA4,Closed Lost,Customer No Longer Interested,Panel,Panel,RIC RE&D and BD&I,2018-12-09T23:32:41.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6ukAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBJAA4,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-10-26T00:53:54.000Z,1/11/19,30/10/18,0,,,,,,,,0012e000003A6ulAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBKAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2018-12-10T01:16:59.000Z,1/11/19,27/5/19,0,,,,,,,,0012e000003A6uqAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGArAAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-08-31T05:46:32.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6uzAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGAsAAO,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2018-11-09T01:16:01.000Z,1/11/19,13/11/18,0,,,,,,B2B/Custom,Non-accredited,0012e000003A6upAAC,,,0012e000002ZGfbAAG,,,,,0052e000000VJIFAA4,
0062e000002HGAtAAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-11-04T23:45:55.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6utAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGAuAAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-10-05T02:11:32.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6v0AAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGAvAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2019-02-15T00:33:27.000Z,1/11/19,21/2/19,0,,,,,,,,0012e000003A6ujAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGAwAAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-12-03T00:07:18.000Z,1/11/19,17/12/18,0,,,,,,,,0012e000003A6umAAC,,,,,,,,0052e000000VJIFAA4,
0062e000002HGBxAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-05-10T00:44:34.000Z,1/11/19,20/12/17,0,,,,RIC-BDI-HASS,FFAM,,,,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGByAAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-03-14T02:18:28.000Z,1/11/19,11/4/18,0,,,,RIC-BDI-HASS,FFAM,,,,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGBzAAO,Closed Lost,Other (Lost),Consultancy (Non-research),Consultancy (Non-research),RIC-BD&I,2019-03-26T05:56:35.000Z,30/6/19,26/3/19,0,,,,RIC-BDI-HASS,FFAM,,,0012e000003A6vKAAS,,0032e000002cM7sAAE,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGC0AAO,Developing,On Track,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-09-05T06:54:39.000Z,31/12/20,,30250,50000,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,0032e000002cGTXAA2,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGC1AAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2019-02-26T07:52:35.000Z,30/12/19,4/7/19,5000,5000,,,RIC-BDI-HASS,FFAM,,,,,0032e000002cL9eAAE,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGC2AAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2019-02-26T08:12:22.000Z,28/12/19,8/5/19,20000,20000,,,RIC-BDI-HASS,FFAM,,,,,0032e000002cL9eAAE,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGC3AAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC RE&D and BD&I,2018-03-13T23:54:55.000Z,1/11/19,11/4/18,0,,,,RIC-BDI-HASS,FFAM,,,0012e000003A6vJAAS,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGC4AAO,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2016-09-22T02:04:36.000Z,1/11/19,12/9/19,4600,4600,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,0032e000002cIv0AAE,0012e000002ZmOZAA0,0012e000002Z51eAAC,,,,0052e000000VJIHAA4,
0062e000002HGC5AAO,Closed Lost,Academic Capacity (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-07-04T22:06:31.000Z,29/2/20,8/1/20,250000,250000,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,0032e000002cDfiAAE,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGC6AAO,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2016-10-27T23:31:38.000Z,1/11/19,12/9/19,0,,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,0032e000002cIWrAAM,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGC7AAO,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2016-09-22T02:06:30.000Z,1/11/19,12/9/19,6000,6000,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGC8AAO,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2016-09-22T03:05:13.000Z,1/11/19,12/9/19,7500,7500,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,0032e000002cGHyAAM,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGC9AAO,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-02-26T08:03:59.000Z,1/11/19,4/7/19,8000,8000,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGCAAA4,Closed Lost,Customer No Longer Interested,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-02-26T08:14:57.000Z,31/7/19,4/7/19,10000,10000,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,,,,,,,0052e000000VJIHAA4,
0062e000002HGCBAA4,Closed Lost,Other (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2016-09-22T02:18:25.000Z,1/11/19,12/9/19,8600,8600,,,RIC-BDI-HASS,FFAM,,,0012e000003A6qHAAS,,0032e000002cI0GAAU,0012e000002ZmOZAA0,0012e000002Z51eAAC,,,,0052e000000VJIHAA4,
0062e000002HGCCAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,Not supported,2018-04-16T04:47:04.000Z,1/11/19,17/5/18,0,,,,RIC-BDI-HASS,FFAM,,,0012e000003A6p2AAC,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGCDAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2016-04-07T03:47:09.000Z,1/11/19,12/9/19,0,,,,RIC-BDI-HASS,FFAM,,,0012e000002Z51eAAC,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGCEAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2016-08-10T05:17:26.000Z,1/11/19,12/9/19,0,,,,RIC-BDI-HASS,FFAM,,,0012e000002ZLgBAAW,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGCFAA4,Closed Lost,Academic Capacity (Lost),Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC-BD&I,2019-09-05T07:31:55.000Z,26/6/20,27/2/20,20000,20000,,,RIC-BDI-HASS,FFAM,,,0012e000003A77qAAC,,0032e000002cFYJAA2,0012e000002ZmOZAA0,0012e000002ZLgBAAW,,,,0052e000000VJIHAA4,
0062e000002HGCGAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2016-07-08T06:25:17.000Z,1/11/19,12/9/19,0,0,,,RIC-BDI-HASS,FFAM,,,0012e000003A6UUAA0,,,0012e000002ZmOZAA0,,,,,0052e000000VJIHAA4,
0062e000002HGCHAA4,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC-BD&I,2019-02-26T07:30:32.000Z,30/11/19,12/6/19,10000,10000,,,RIC-BDI-HASS,FFAM,,,0012e000003A6VlAAK,,,,,,,,0052e000000VJIHAA4,
0062e000002HGCrAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2017-04-30T20:27:55.000Z,1/11/19,,100000,100000,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,0032e000002cGmiAAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,0062e000002HGEuAAO
0062e000002HGCsAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-07-18T01:54:24.000Z,1/11/19,19/8/16,450000,450000,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,0032e000002cEbQAAU,0012e000002ZGfbAAG,0012e000002Zt1MAAS,,,,0052e000000VJDbAAO,0062e000002HG1BAAW
0062e000002HGCtAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2018-04-05T11:06:19.000Z,1/11/19,1/6/18,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,,,,,,,0052e000000VJDbAAO,
0062e000002HGCuAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-09-15T00:20:35.000Z,1/11/19,20/10/16,100000,100000,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,,,,,,,0052e000000VJDbAAO,
0062e000002HGCvAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-07-18T01:59:12.000Z,1/11/19,19/8/16,450000,450000,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,0032e000002cLwwAAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,0012e000002ZGfbAAG,,0052e000000VJDbAAO,0062e000002HG1BAAW
0062e000002HGCwAAO,Closed Won,Won,Custom Education (MSPACE Included),Custom Education (MSPACE Included),RIC RE&D and BD&I,2017-09-19T21:59:54.000Z,1/11/19,16/1/18,3021632,3021632,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,,0012e000002ZLg7AAG,,,,,0052e000000VJDbAAO,
0062e000002HGCxAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2015-11-19T22:48:16.000Z,1/11/19,29/1/16,10000,10000,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,,,,,,,0052e000000VJDbAAO,
0062e000002HGCyAAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-07-13T02:04:16.000Z,1/11/19,7/11/16,150000,150000,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,,,,,,,0052e000000VJDbAAO,
0062e000002HGCzAAO,Closed Lost,Other (Lost),Internship,Internship,RIC-BD&I,2018-04-19T22:40:21.000Z,1/11/19,7/10/19,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,,0032e000002cFK2AAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002Z4ziAAC,,,0052e000000VJDbAAO,
0062e000002HGD0AAO,Closed Won,Won,Research Contract,Research Contract,RIC-BD&I,2019-07-15T10:15:51.000Z,30/1/20,30/1/20,109199,110000,109199,110000,RIC-BDI-STEM,MSE,,,0012e000003A716AAC,0032e000002emPpAAI,0032e000002cL6ZAAU,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0012e000002Z4xdAAC,,,0052e000000VJDbAAO,
0062e000002HGD1AAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC-BD&I,2018-08-09T21:11:33.000Z,1/11/19,26/4/19,130000,130000,,,RIC-BDI-STEM,MSE,,,0012e000003A6zEAAS,,0032e000002cJIqAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGD2AAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,Not supported,2018-05-13T23:51:56.000Z,1/11/19,14/12/18,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A6ziAAC,,0032e000002cM60AAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGD3AAO,Closed Lost,Other (Lost),Technology Transfer,Technology Transfer,RIC RE&D and BD&I,2016-07-19T01:03:31.000Z,1/11/19,7/4/17,10000,10000,,,RIC-BDI-STEM,MSE,,,0012e000003A705AAC,,0032e000002cIGRAA2,0012e000002ZLg7AAG,0012e000002Z3pPAAS,,,,0052e000000VJDbAAO,
0062e000002HGD4AAO,Identifying,On Track,Research Contract,Research Contract,RIC-BD&I,2016-11-15T21:49:53.000Z,31/12/20,,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70jAAC,,0032e000002cLBgAAM,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0012e000002YnfFAAS,,,0052e000000VJDbAAO,
0062e000002HGD5AAO,Closed Lost,Other (Lost),Grants,Grants,RIC RE&D and BD&I,2016-09-22T05:04:14.000Z,1/11/19,22/3/17,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70jAAC,,0032e000002cMmfAAE,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0012e0000036xPHAAY,,,0052e000000VJDbAAO,
0062e000002HGD6AAO,Closing,On Track,Research Contract,Research Contract,RIC-BD&I,2018-06-21T20:01:35.000Z,27/8/20,,0.01,1500000,,,RIC-BDI-STEM,MSE,,,0012e000003A70jAAC,0032e000002ekvbAAA,0032e000002cMmfAAE,0012e000002ZGfbAAG,0012e000002Zt0mAAC,0012e000002Zt17AAC,0012e000002ZLg7AAG,,0052e000000VJDbAAO,
0062e000002HGD7AAO,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2017-09-14T00:28:11.000Z,1/11/19,6/7/18,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70jAAC,,0032e000002cIVjAAM,0012e000002ZGfbAAG,0012e000002Zt1FAAS,0012e000002Zt1HAAS,,,0052e000000VJDbAAO,
0062e000002HGD8AAO,Closed Lost,Customer No Longer Interested,Research Contract,Research Contract,RIC-BD&I,2019-08-20T10:54:01.000Z,31/5/20,4/2/20,0,,,,RIC-BDI-STEM,SCIENCE,,,0012e000003A70jAAC,,0032e000002cHeSAAU,0012e000002ZmnxAAC,0012e000002YoY7AAK,,,,0052e000000VJDEAA4,
0062e000002HGD9AAO,Closed Lost,Customer Not Responding,Research Contract,Research Contract,RIC RE&D and BD&I,2017-08-01T22:32:09.000Z,1/11/19,16/1/18,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70aAAC,,0032e000002cGmiAAE,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGDAAA4,Closed Lost,Customer No Longer Interested,Consultancy (Non-research),Consultancy (Non-research),RIC RE&D and BD&I,2016-06-05T20:50:48.000Z,1/11/19,19/8/16,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70dAAC,,0032e000002cNHpAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YlXfAAK,,,0052e000000VJDbAAO,
0062e000002HGDBAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2016-05-24T23:16:53.000Z,1/11/19,30/6/17,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70iAAC,,0032e000002cFD0AAM,0012e000002ZmOUAA0,0012e000002Zt28AAC,,,,0052e000000VJDbAAO,
0062e000002HGDCAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2018-06-21T20:03:51.000Z,30/8/19,30/10/18,5000000,5.00E+07,,,RIC-BDI-STEM,MSE,,,0012e000003A70jAAC,,0032e000002cLBgAAM,0012e000002ZLg7AAG,0012e000002Zt0bAAC,0012e000002YnfFAAS,,,0052e000000VJDbAAO,
0062e000002HGDDAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2017-02-15T03:36:58.000Z,1/11/19,30/6/17,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70rAAC,,0032e000002cJIqAAM,0012e000002ZLg7AAG,0012e000002Zt0cAAC,0012e000002YoWTAA0,,,0052e000000VJDbAAO,
0062e000002HGDEAA4,Closed Won,Won,Research Contract,Research Contract,RIC RE&D and BD&I,2016-03-07T19:14:13.000Z,1/11/19,18/5/16,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70lAAC,,,,,,,,0052e000000VJDbAAO,
0062e000002HGDFAA4,Closed Lost,Other (Lost),Research Contract,Research Contract,RIC RE&D and BD&I,2017-03-23T19:59:31.000Z,1/11/19,24/8/17,0,,,,RIC-BDI-STEM,MSE,,,0012e000003A70YAAS,,,0012e000002ZLg7AAG,,,,,0052e000000VJDbAAO,
